Index,Accident_Severity,Accident Date,Latitude,Light_Conditions,District Area,Longitude,Number_of_Casualties,Number_of_Vehicles,Road_Surface_Conditions,Road_Type,Urban_or_Rural_Area,Weather_Conditions,Vehicle_Type
200701JC67152,Slight,2019-09-08,51.582959,Daylight,Waltham Forest,-0.028088,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701JC67175,Slight,2019-09-01,51.557032,Daylight,Waltham Forest,-0.010456,2.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC67194,Slight,2019-09-14,51.59263,Daylight,Waltham Forest,0.000916,2.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701JC67204,Slight,2019-09-04,51.610857,Daylight,Waltham Forest,-0.029334,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Light Goods Vehicle (Lgv)
200701JC67205,Slight,2019-09-06,51.573841,Daylight,Waltham Forest,-0.01001,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701JC67218,Serious,2019-09-29,51.59954,Daylight,Waltham Forest,-0.030113,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC67241,Slight,2019-09-14,51.557676,Daylight,Waltham Forest,-0.016631,1.0,2.0,Dry,Roundabout,Urban,Fine No High Winds,Car
200701JC67242,Slight,2019-09-23,51.579019,Daylight,Waltham Forest,-0.013104,2.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701JC67275,Slight,2019-10-01,51.617717,Daylight,Waltham Forest,-0.009536,1.0,1.0,Wet,Single Carriageway,Urban,Fine No High Winds,Car
200701JC67282,Slight,2019-10-02,51.597492,Darkness - Lights Lit,Waltham Forest,-0.01533,1.0,2.0,Wet,Dual Carriageway,Urban,Raining No High Winds,Car
200701JC67289,Slight,2019-10-07,51.553945,Daylight,Waltham Forest,-0.008715,2.0,2.0,Dry,Dual Carriageway,Urban,Fine No High Winds,Motorcycle
200701JC67292,Slight,2019-10-18,51.556036,Daylight,Waltham Forest,0.005802,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC67297,Slight,2019-10-05,51.640678,Daylight,Waltham Forest,-0.011276,3.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC67299,Slight,2019-10-13,51.566929,Daylight,Waltham Forest,0.010321,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC67300,Slight,2019-10-12,51.562249,Darkness - Lights Lit,Waltham Forest,-0.010516,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC67305,Slight,2019-10-21,51.58439,Darkness - Lighting Unknown,Waltham Forest,-0.001032,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC67308,Slight,2019-10-07,51.552301,Darkness - Lights Lit,Waltham Forest,0.003329,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701JC67321,Slight,2019-10-17,51.581179,Darkness - Lights Lit,Waltham Forest,-0.018494,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701JC67339,Slight,2019-10-01,51.579674,Daylight,Waltham Forest,-0.003982,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701JC67346,Slight,2019-10-21,51.580196,Daylight,Waltham Forest,-0.002949,1.0,3.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC67397,Serious,2019-10-09,51.632712,Darkness - Lighting Unknown,Waltham Forest,-0.013503,1.0,2.0,Wet,Single Carriageway,Urban,Fine No High Winds,Car
200701JC67408,Slight,2019-10-09,51.592865,Darkness - No Lighting,Waltham Forest,0.002948,2.0,2.0,Wet,Single Carriageway,Urban,Fine No High Winds,Car
200701JC67430,Slight,2019-10-01,51.58293,Daylight,Waltham Forest,-0.021016,1.0,2.0,Wet,Single Carriageway,Urban,Raining No High Winds,Motorcycle
200701JC67443,Slight,2019-10-29,51.559514,Daylight,Waltham Forest,0.002204,4.0,2.0,Dry,Dual Carriageway,Urban,Fine No High Winds,Car
200701JC67444,Slight,2019-10-29,51.59954,Daylight,Waltham Forest,-0.030113,1.0,2.0,Dry,Roundabout,Urban,Fine No High Winds,Car
200701JC67445,Slight,2019-10-05,51.563075,Daylight,Waltham Forest,0.009574,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC67448,Slight,2019-10-01,51.578017,Darkness - Lights Lit,Waltham Forest,0.00879,1.0,3.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC67453,Slight,2019-10-18,51.598686,Daylight,Waltham Forest,-0.038236,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Taxi/Private Hire Car
200701JC67454,Slight,2019-10-15,51.571503,Daylight,Waltham Forest,0.016296,1.0,2.0,Dry,Roundabout,Urban,Fine No High Winds,Car
200701JC67459,Slight,2019-10-02,51.594267,Darkness - Lights Lit,Waltham Forest,0.010373,2.0,2.0,Wet,Dual Carriageway,Urban,Raining No High Winds,Car
200701JC67460,Slight,2019-10-17,51.630745,Daylight,Waltham Forest,0.001727,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Light Goods Vehicle (Lgv)
200701JC67462,Serious,2019-10-29,51.554886,Daylight,Waltham Forest,0.009934,1.0,1.0,Wet,Single Carriageway,Urban,Fine No High Winds,Car
200701JC67468,Slight,2019-10-16,51.630573,Daylight,Waltham Forest,0.001286,1.0,3.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701JC67469,Slight,2019-10-01,51.586488,Daylight,Waltham Forest,-0.002817,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC67473,Slight,2019-10-09,51.58966,Daylight,Waltham Forest,-0.004266,1.0,1.0,Wet,Single Carriageway,Urban,Raining No High Winds,Motorcycle
200701JC67480,Slight,2019-10-27,51.588506,Daylight,Waltham Forest,-0.031746,4.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701JC67502,Slight,2019-10-23,51.609299,Daylight,Waltham Forest,0.014793,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC67522,Slight,2019-10-08,51.600579,Daylight,Waltham Forest,-0.017072,1.0,2.0,Dry,Roundabout,Urban,Fine No High Winds,Motorcycle
200701JC67525,Slight,2019-10-29,51.57507,Darkness - Lights Lit,Waltham Forest,-0.029584,1.0,2.0,Wet,Single Carriageway,Urban,Raining No High Winds,Light Goods Vehicle (Lgv)
200701JC67531,Slight,2019-10-16,51.592504,Daylight,Waltham Forest,-0.018146,1.0,2.0,Wet,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701JC67535,Slight,2019-10-21,51.612147,Daylight,Waltham Forest,-0.031156,1.0,2.0,Dry,Dual Carriageway,Urban,Fine No High Winds,Car
200701JC67552,Slight,2019-10-08,51.583075,Daylight,Waltham Forest,-0.018989,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC67556,Slight,2019-10-20,51.600619,Darkness - Lights Lit,Waltham Forest,-0.008839,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC67563,Slight,2019-10-17,51.634365,Darkness - No Lighting,Waltham Forest,0.021395,1.0,1.0,Wet,Single Carriageway,Rural,Raining No High Winds,Car
200701JC67580,Slight,2019-10-31,51.583437,Daylight,Waltham Forest,-0.03514,1.0,2.0,Dry,Single Carriageway,Urban,Other,Car
200701JC67581,Slight,2019-10-23,51.572529,Darkness - Lights Lit,Waltham Forest,0.014176,1.0,2.0,Wet,Roundabout,Urban,Fine No High Winds,Car
200701JC67582,Slight,2019-10-01,51.597222,Darkness - Lights Lit,Waltham Forest,-0.015341,1.0,2.0,Wet,Single Carriageway,Urban,Raining No High Winds,Motorcycle
200701JC67583,Serious,2019-10-05,51.558868,Darkness - Lights Lit,Waltham Forest,-0.007346,1.0,1.0,Wet,Dual Carriageway,Urban,Raining No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701JC67604,Slight,2019-09-03,51.557172,Daylight,Waltham Forest,-0.008141,1.0,1.0,Dry,One Way Street,Urban,Fine No High Winds,Car
200701JC67607,Slight,2019-08-30,51.616039,Daylight,Redbridge,0.025492,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701JC67609,Slight,2019-10-30,51.607056,Daylight,Waltham Forest,-0.001337,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701JC67613,Slight,2019-08-05,51.595129,Daylight,Redbridge,0.017775,1.0,2.0,Dry,Dual Carriageway,Urban,Fine No High Winds,Car
200701JC67619,Slight,2019-07-12,51.594748,Daylight,Waltham Forest,-0.023246,1.0,3.0,Dry,One Way Street,Urban,Fine No High Winds,Car
200701JC67624,Slight,2019-08-04,51.586059,Daylight,Waltham Forest,0.006546,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701JC67631,Slight,2019-10-21,51.584618,Daylight,Waltham Forest,-0.025129,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC67632,Serious,2019-10-20,51.602835,Daylight,Waltham Forest,-0.001666,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701JC67637,Slight,2019-10-26,51.590112,Darkness - Lights Lit,Waltham Forest,-0.00439,1.0,1.0,Wet,Single Carriageway,Urban,Raining No High Winds,Car
200701JC67640,Slight,2019-10-16,51.594627,Daylight,Waltham Forest,-0.005492,1.0,1.0,Wet,Single Carriageway,Urban,Fine No High Winds,Car
200701JC67649,Slight,2019-10-25,51.626788,Darkness - Lights Lit,Waltham Forest,-0.00885,1.0,3.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC67656,Serious,2019-10-17,51.566443,Daylight,Waltham Forest,-0.035296,1.0,2.0,Dry,Dual Carriageway,Urban,Fine No High Winds,Car
200701JC67677,Serious,2019-10-20,51.584801,Daylight,Waltham Forest,0.006491,1.0,2.0,Dry,Dual Carriageway,Urban,Fine No High Winds,Motorcycle
200701JC67712,Serious,2019-10-10,51.568173,Daylight,Waltham Forest,-0.031181,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701JC67728,Slight,2019-10-02,51.595407,Daylight,Waltham Forest,-0.041121,4.0,4.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC67754,Slight,2019-11-03,51.615152,Daylight,Waltham Forest,0.01433,1.0,2.0,Dry,Single Carriageway,Rural,Fine No High Winds,Car
200701JC67756,Slight,2019-11-04,51.636027,Darkness - Lights Lit,Waltham Forest,-0.01278,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Taxi/Private Hire Car
200701JC67760,Slight,2019-11-16,51.626979,Darkness - Lights Lit,Waltham Forest,-0.004218,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701JC67761,Slight,2019-11-03,51.554651,Daylight,Waltham Forest,0.007904,1.0,3.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC67762,Slight,2019-11-17,51.557141,Daylight,Waltham Forest,-0.006267,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC67763,Slight,2019-11-02,51.598242,Daylight,Waltham Forest,0.004051,1.0,2.0,Dry,Dual Carriageway,Urban,Fine No High Winds,Car
200701JC67782,Slight,2019-11-14,51.588848,Daylight,Waltham Forest,-0.03072,1.0,2.0,Dry,Dual Carriageway,Urban,Fine No High Winds,Heavy Goods Vehicle (Hgv)
200701JC67793,Serious,2019-11-14,51.56264,Darkness - Lights Lit,Waltham Forest,-0.02839,2.0,2.0,Dry,One Way Street,Urban,Fine No High Winds,Light Goods Vehicle (Lgv)
200701JC67805,Slight,2019-11-04,51.610289,Daylight,Waltham Forest,-0.03297,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC67806,Slight,2019-11-15,51.581492,Darkness - Lights Lit,Waltham Forest,0.000138,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Taxi/Private Hire Car
200701JC67813,Slight,2019-11-12,51.625201,Daylight,Waltham Forest,-0.015999,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC67814,Slight,2019-11-08,51.611759,Daylight,Waltham Forest,-0.002863,1.0,2.0,Wet,Single Carriageway,Urban,Raining No High Winds,Light Goods Vehicle (Lgv)
200701JC67837,Slight,2019-11-04,51.571418,Darkness - Lights Lit,Waltham Forest,0.016003,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701JC67843,Slight,2019-11-20,51.590545,Daylight,Waltham Forest,-0.008703,1.0,1.0,Wet,One Way Street,Urban,Raining No High Winds,Car
200701JC67845,Serious,2019-11-30,51.636691,Darkness - Lights Lit,Waltham Forest,-0.014775,3.0,2.0,Dry,Single Carriageway,Rural,Fine No High Winds,Motorcycle
200701JC67851,Slight,2019-11-24,51.559793,Daylight,Waltham Forest,-0.008892,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC67857,Slight,2019-11-06,51.558532,Daylight,Waltham Forest,0.007066,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC67877,Slight,2019-11-30,51.59115,Darkness - Lights Lit,Waltham Forest,-0.007232,1.0,2.0,Wet,Single Carriageway,Urban,Raining & High Winds,Car
200701JC67892,Slight,2019-11-10,51.573916,Daylight,Waltham Forest,-0.009141,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC67893,Slight,2019-11-19,51.636027,Darkness - Lights Lit,Waltham Forest,-0.01278,3.0,2.0,Wet,Single Carriageway,Urban,Raining & High Winds,Car
200701JC67894,Serious,2019-11-19,51.63585,Darkness - Lights Lit,Waltham Forest,-0.012933,1.0,2.0,Wet,Single Carriageway,Urban,Raining No High Winds,Car
200701JC67898,Slight,2019-11-02,51.557998,Daylight,Waltham Forest,0.006753,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC67905,Slight,2019-11-23,51.585295,Daylight,Waltham Forest,-0.017305,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC67907,Slight,2019-11-02,51.557966,Daylight,Waltham Forest,0.013821,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC67928,Serious,2019-11-05,51.573613,Daylight,Waltham Forest,-0.028493,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701JC67931,Slight,2019-11-19,51.601861,Daylight,Waltham Forest,-0.01846,1.0,3.0,Wet,Dual Carriageway,Urban,Raining No High Winds,Car
200701JC67932,Slight,2019-11-16,51.591152,Daylight,Waltham Forest,-0.007377,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701JC67933,Slight,2019-11-13,51.59655,Daylight,Waltham Forest,0.008308,2.0,2.0,Wet,Dual Carriageway,Urban,Fine No High Winds,Motorcycle
200701JC67934,Slight,2019-11-12,51.565494,Daylight,Waltham Forest,0.010114,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC67935,Slight,2019-11-10,51.575055,Darkness - Lights Lit,Waltham Forest,-0.012699,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC67955,Slight,2019-11-24,51.586969,Darkness - Lights Lit,Waltham Forest,-0.020552,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701JC67961,Slight,2019-11-17,51.58439,Daylight,Waltham Forest,-0.001032,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC67968,Slight,2019-11-09,51.572431,Darkness - Lights Lit,Waltham Forest,0.014605,1.0,2.0,Dry,Roundabout,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701JC67987,Slight,2019-11-18,51.594627,Darkness - Lights Lit,Waltham Forest,-0.005492,1.0,1.0,Wet,Single Carriageway,Urban,Raining & High Winds,Car
200701JC67991,Slight,2019-11-11,51.587133,Daylight,Waltham Forest,-0.041044,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701JC68004,Slight,2019-11-15,51.566443,Darkness - Lights Lit,Waltham Forest,-0.035296,1.0,2.0,Dry,Dual Carriageway,Urban,Fine No High Winds,Car
200701JC68023,Slight,2019-10-15,51.555595,Daylight,Waltham Forest,-0.015856,1.0,2.0,Dry,Single Carriageway,Urban,Raining No High Winds,Car
200701JC68025,Slight,2019-11-19,51.580188,Darkness - Lights Lit,Waltham Forest,-0.018393,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701JC68069,Slight,2019-11-04,51.577744,Darkness - Lights Lit,Waltham Forest,-0.012149,3.0,3.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701JC68079,Slight,2019-11-22,51.56815,Darkness - Lights Lit,Waltham Forest,-0.008527,1.0,2.0,Wet,Single Carriageway,Urban,Raining No High Winds,Motorcycle
200701JC68085,Slight,2019-08-30,51.578197,Darkness - Lights Lit,Waltham Forest,-0.007078,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC68094,Slight,2019-11-28,51.553924,Daylight,Hackney,-0.018092,1.0,2.0,Wet,Single Carriageway,Urban,Fine No High Winds,Car
200701JC68095,Slight,2019-11-29,51.565293,Darkness - Lights Lit,Waltham Forest,-0.02034,1.0,2.0,Wet,Single Carriageway,Urban,Raining No High Winds,Car
200701JC68118,Slight,2019-11-01,51.565148,Darkness - Lights Lit,Waltham Forest,-0.038526,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701JC68126,Slight,2019-11-22,51.570584,Daylight,Waltham Forest,0.00168,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701JC68127,Slight,2019-11-26,51.582218,Darkness - Lights Lit,Waltham Forest,-0.000262,1.0,4.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC68153,Slight,2019-11-01,51.628102,Darkness - Lights Lit,Waltham Forest,0.003778,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701JC68165,Slight,2019-11-02,51.601774,Darkness - Lights Lit,Waltham Forest,-0.018609,1.0,3.0,Dry,Dual Carriageway,Urban,Fine No High Winds,Light Goods Vehicle (Lgv)
200701JC68191,Serious,2019-11-04,51.578209,Daylight,Waltham Forest,0.008077,1.0,3.0,Dry,Dual Carriageway,Urban,Fine No High Winds,Car
200701JC68196,Slight,2019-11-20,51.592479,Daylight,Waltham Forest,-0.000822,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701JC68199,Slight,2019-08-16,51.56553,Daylight,Waltham Forest,0.002756,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701JC68209,Slight,2019-11-19,51.568903,Daylight,Waltham Forest,-0.005175,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Heavy Goods Vehicle (Hgv)
200701JC68218,Serious,2019-10-07,51.57262,Daylight,Waltham Forest,-0.017568,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC68222,Slight,2019-10-05,51.640702,Daylight,Waltham Forest,-0.007373,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC68238,Slight,2019-11-15,51.570235,Darkness - Lights Lit,Waltham Forest,-0.025464,2.0,1.0,Dry,Dual Carriageway,Urban,Fine No High Winds,Motorcycle
200701JC68241,Slight,2019-11-13,51.575327,Daylight,Waltham Forest,-0.012832,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC68242,Slight,2019-11-27,51.570212,Daylight,Waltham Forest,-0.008148,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Heavy Goods Vehicle (Hgv)
200701JC68252,Slight,2019-11-28,51.592942,Darkness - Lights Lit,Waltham Forest,-0.038917,1.0,1.0,Wet,Single Carriageway,Urban,Fine No High Winds,Car
200701JC68256,Slight,2019-10-09,51.597122,Daylight,Waltham Forest,-0.04148,1.0,1.0,Wet,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701JC68265,Slight,2019-10-11,51.580039,Daylight,Waltham Forest,-0.030957,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC68280,Slight,2019-10-29,51.564068,Darkness - Lights Lit,Redbridge,0.025057,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC68281,Slight,2019-11-08,51.560262,Daylight,Waltham Forest,0.011037,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701JC68285,Slight,2019-11-29,51.601028,Daylight,Waltham Forest,-0.017053,1.0,2.0,Dry,Dual Carriageway,Urban,Fine No High Winds,Car
200701JC68291,Slight,2019-11-28,51.576455,Daylight,Waltham Forest,-0.015669,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701JC68299,Slight,2019-11-23,51.57049,Daylight,Waltham Forest,-0.024587,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Light Goods Vehicle (Lgv)
200701JC68310,Slight,2019-10-05,51.600137,Daylight,Waltham Forest,-0.02821,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC68324,Slight,2019-11-09,51.565935,Darkness - Lights Lit,Waltham Forest,-0.0105,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC68326,Slight,2019-11-28,51.566079,Darkness - Lights Lit,Waltham Forest,0.002203,1.0,2.0,Wet,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701JC68327,Slight,2019-11-13,51.568428,Daylight,Waltham Forest,-0.030304,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701JC68350,Serious,2019-11-25,51.561329,Darkness - Lights Lit,Waltham Forest,0.001273,6.0,2.0,Wet,Dual Carriageway,Urban,Fine No High Winds,Light Goods Vehicle (Lgv)
200701JC68376,Serious,2019-11-21,51.607576,Daylight,Waltham Forest,-0.000158,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701JC68381,Slight,2019-11-05,51.572972,Daylight,Waltham Forest,-0.01178,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Minibus (8 - 16 Passenger Seats)
200701JC68390,Serious,2019-11-30,51.587665,Darkness - Lights Lit,Waltham Forest,-0.035247,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Light Goods Vehicle (Lgv)
200701JC68408,Slight,2019-11-06,51.570936,Darkness - Lighting Unknown,Waltham Forest,-0.008405,1.0,2.0,Dry,Single Carriageway,Urban,Other,Car
200701JC68415,Slight,2019-12-06,51.572429,Daylight,Waltham Forest,0.014749,1.0,2.0,Wet,Roundabout,Urban,Raining & High Winds,Motorcycle
200701JC68420,Slight,2019-12-06,51.598014,Darkness - Lights Lit,Waltham Forest,-0.030324,1.0,1.0,Wet,Single Carriageway,Urban,Raining No High Winds,Car
200701JC68425,Slight,2019-12-09,51.60121,Daylight,Waltham Forest,-0.017189,1.0,2.0,Dry,Roundabout,Urban,Fine No High Winds,Motorcycle
200701JC68452,Slight,2019-12-19,51.582259,Daylight,Waltham Forest,-0.018592,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC68461,Slight,2019-12-07,51.606123,Daylight,Waltham Forest,0.000643,1.0,2.0,Dry,Single Carriageway,Urban,Other,Bus Or Coach (17 Or More Pass Seats)
200701JC68463,Slight,2019-12-03,51.607766,Daylight,Waltham Forest,-0.000728,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
